loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.6457,0.24509717524051666,0.0,0.018779342723004695,1,,,,,,,,,
0.6656,0.21192723512649536,4.000000000000001e-06,0.03755868544600939,2,,,,,,,,,
0.6234,0.23490555584430695,8.000000000000001e-06,0.056338028169014086,3,,,,,,,,,
0.6782,0.22964556515216827,1.2e-05,0.07511737089201878,4,,,,,,,,,
0.6741,0.23100583255290985,1.6000000000000003e-05,0.09389671361502347,5,,,,,,,,,
0.6349,0.198140949010849,2e-05,0.11267605633802817,6,,,,,,,,,
0.6805,0.21249404549598694,1.9997998037428528e-05,0.13145539906103287,7,,,,,,,,,
0.6805,0.21384908258914948,1.999199295128493e-05,0.15023474178403756,8,,,,,,,,,
0.6542,0.20451821386814117,1.998198714596076e-05,0.16901408450704225,9,,,,,,,,,
0.6103,0.1945771872997284,1.996798462770555e-05,0.18779342723004694,10,,,,,,,,,
0.6481,0.17482423782348633,1.994999100302281e-05,0.20657276995305165,11,,,,,,,,,
0.6306,0.18640831112861633,1.992801347642515e-05,0.22535211267605634,12,,,,,,,,,
0.6763,0.1996954083442688,1.9902060847549716e-05,0.24413145539906103,13,,,,,,,,,
0.6132,0.2102646678686142,1.987214350763483e-05,0.26291079812206575,14,,,,,,,,,
0.6512,0.1842728704214096,1.9838273435359447e-05,0.28169014084507044,15,,,,,,,,,
0.5945,0.1865989714860916,1.9800464192046956e-05,0.3004694835680751,16,,,,,,,,,
0.6013,0.20912478864192963,1.9758730916235356e-05,0.3192488262910798,17,,,,,,,,,
0.5929,0.1958092898130417,1.9713090317615877e-05,0.3380281690140845,18,,,,,,,,,
0.6784,0.1860656887292862,1.966356067034256e-05,0.3568075117370892,19,,,,,,,,,
0.6952,0.1765981912612915,1.96101618057154e-05,0.3755868544600939,20,,,,,,,,,
,,,0.3755868544600939,20,0.6041455864906311,10.7315,27.955,3.541,,,,,
0.6531,0.19635726511478424,1.9552915104240067e-05,0.39436619718309857,21,,,,,,,,,
0.6035,0.17563959956169128,1.9491843487067305e-05,0.4131455399061033,22,,,,,,,,,
0.5797,0.17063678801059723,1.9426971406815464e-05,0.431924882629108,23,,,,,,,,,
0.578,0.1931672841310501,1.9358324837779864e-05,0.4507042253521127,24,,,,,,,,,
0.6584,0.19483411312103271,1.9285931265532875e-05,0.4694835680751174,25,,,,,,,,,
0.6029,0.17725832760334015,1.920981967591891e-05,0.48826291079812206,26,,,,,,,,,
0.5641,0.1814097911119461,1.9130020543448705e-05,0.5070422535211268,27,,,,,,,,,
0.5752,0.16550353169441223,1.9046565819097546e-05,0.5258215962441315,28,,,,,,,,,
