loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.6457,0.3541486859321594,0.0,0.018779342723004695,1,,,,,,,,,
0.6656,0.3076770603656769,1e-05,0.03755868544600939,2,,,,,,,,,
0.6208,0.3306073248386383,2e-05,0.056338028169014086,3,,,,,,,,,
0.6692,0.3083491921424866,3e-05,0.07511737089201878,4,,,,,,,,,
0.6572,0.2825489044189453,4e-05,0.09389671361502347,5,,,,,,,,,
0.6138,0.22872097790241241,5e-05,0.11267605633802817,6,,,,,,,,,
0.6446,0.24271152913570404,4.9994995093571314e-05,0.13145539906103287,7,,,,,,,,,
0.6338,0.23678332567214966,4.997998237821233e-05,0.15023474178403756,8,,,,,,,,,
0.5997,0.2244146764278412,4.995496786490189e-05,0.16901408450704225,9,,,,,,,,,
0.5528,0.21534787118434906,4.991996156926387e-05,0.18779342723004694,10,,,,,,,,,
0.5891,0.1979246735572815,4.987497750755702e-05,0.20657276995305165,11,,,,,,,,,
0.5603,0.20512254536151886,4.982003369106287e-05,0.22535211267605634,12,,,,,,,,,
0.5919,0.21619094908237457,4.9755152118874294e-05,0.24413145539906103,13,,,,,,,,,
0.5192,0.22461484372615814,4.9680358769087076e-05,0.26291079812206575,14,,,,,,,,,
0.5626,0.2137751579284668,4.959568358839861e-05,0.28169014084507044,15,,,,,,,,,
0.5005,0.2124408483505249,4.950116048011739e-05,0.3004694835680751,16,,,,,,,,,
0.4908,0.23346830904483795,4.939682729058839e-05,0.3192488262910798,17,,,,,,,,,
0.483,0.21411451697349548,4.928272579403969e-05,0.3380281690140845,18,,,,,,,,,
0.5695,0.22261463105678558,4.9158901675856395e-05,0.3568075117370892,19,,,,,,,,,
0.5917,0.21314020454883575,4.902540451428849e-05,0.3755868544600939,20,,,,,,,,,
,,,0.3755868544600939,20,0.4946877956390381,10.7401,27.933,3.538,,,,,
0.5305,0.20392698049545288,4.888228776060016e-05,0.39436619718309857,21,,,,,,,,,
0.4975,0.23772291839122772,4.8729608717668265e-05,0.4131455399061033,22,,,,,,,,,
0.4715,0.22331532835960388,4.856742851703866e-05,0.431924882629108,23,,,,,,,,,
0.4608,0.22649332880973816,4.839581209444966e-05,0.4507042253521127,24,,,,,,,,,
0.5353,0.21714965999126434,4.821482816383218e-05,0.4694835680751174,25,,,,,,,,,
0.4899,0.20212827622890472,4.8024549189797276e-05,0.48826291079812206,26,,,,,,,,,
0.4406,0.211994931101799,4.782505135862176e-05,0.5070422535211268,27,,,,,,,,,
0.4658,0.17537376284599304,4.761641454774386e-05,0.5258215962441315,28,,,,,,,,,
0.4269,0.1899634152650833,4.739872229378085e-05,0.5446009389671361,29,,,,,,,,,
0.469,0.17592278122901917,4.717206175908164e-05,0.5633802816901409,30,,,,,,,,,
0.4708,0.1859768182039261,4.6936523696827615e-05,0.5821596244131455,31,,,,,,,,,
0.4719,0.18073400855064392,4.669220241469573e-05,0.6009389671361502,32,,,,,,,,,
0.4283,0.17765408754348755,4.643919573709843e-05,0.6197183098591549,33,,,,,,,,,
